SupplierID,Supplier,CCFound,CCRegNo,CCFoundName,CHFound,CHRegNo,CHFoundName,GivenCompanyCategory,Status,CH_VCSE_Strict,CH_VCSE_Loose,CIC_Name contains CIC,CQCCareHome,CQCCareHomeNumber,Website_VCSE_Info_Available,Website_VCSE_Info,Supplier_Type_CC+VCSEStrict+CIC,Supplier_Type_CC+VCSELoose+CIC,Supplier_Type_VCSEManual,Supplier_Type_VCSEManual_ExclNHSLA,GPServices,Hospice,NHS,LA,GOV,PoliceFire,PHB_CHC,CareHome,Solicitor,Executor,PharmOp,University,School,LMC_LPC,Redacted,Uninformative,SupplierSector,SUPPLIER_STANDARD_NAME
33,99B PHB ID 99024 (DL),0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PHB,99B PHB ID 99024 (DL)
34,A & W ROSS,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,A & W ROSS
35,A AMIN,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,A AMIN
36,A BRZEZICKI CONSULTANCY LTD,0,,,1,4498479,A. BRZEZICKI CONSULTANCY LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,A. BRZEZICKI CONSULTANCY LIMITED
37,A F FROLEY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,A F FROLEY
38,A HAFEEZ,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,A HAFEEZ
39,A MOGHAL,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,A MOGHAL
40,A&L ENABLEMENT SERVICES (CARE AND SUPPORT) LTD,0,,,1,10414086,A&L ENABLEMENT SERVICES (CARE AND SUPPORT) LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,A&L ENABLEMENT SERVICES (CARE AND SUPPORT) LIMITED
41,A&R CARE LTD,0,,,1,8072135,A & R CARE LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,A & R CARE LIMITED
42,A+BILITY LTD,0,,,1,6977224,A+BILITY LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,A+BILITY LIMITED
43,A1 NURSING & HOMECARE AGENCY LTD,0,,,1,5014073,A1 NURSING & HOMECARE AGENCY LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,A1 NURSING & HOMECARE AGENCY LIMITED
44,A2B OFFICE TECHNOLOGY LTD,0,,,1,4905648,A2B OFFICE TECHNOLOGY LTD,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,A2B OFFICE TECHNOLOGY LTD
45,AA GLOBAL LANGUAGE SERVICES LTD,0,,,1,4299764,AA GLOBAL LANGUAGE SERVICES LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,AA GLOBAL LANGUAGE SERVICES LIMITED
46,AAHANA HOUSE,0,,,1,8799741,SUNRISE REHABILITATION CENTRE AND TRADING ASSOCIATES LTD,Private Limited Company,CHnotCC,0,0,0,1,1-4808352032,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CareHome,SUNRISE REHABILITATION CENTRE AND TRADING ASSOCIATES LTD
47,AARON COURT CARE HOME,0,,,1,6931005,Aaroncare Limited,Private Limited Company,CHnotCC,0,0,0,1,1-130170337,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CareHome,AARONCARE LIMITED
48,AARON CREST CARE HOME,0,,,1,6931005,Aaroncare Limited,Private Limited Company,CHnotCC,0,0,0,1,1-145585762,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CareHome,AARONCARE LIMITED
49,AB OPTICS,0,,,1,5573331,A B OPTICS LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,A B OPTICS LIMITED
50,ABAZIE OD & PARTNER,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABAZIE OD & PARTNER
51,ABBENDON NURSING HOME,0,,,1,11586516,Abbendon Healthcare Ltd,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CareHome,ABBENDON HEALTHCARE LTD
52,ABBEY CARE,0,,,1,5475306,ABBEY CARE LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,ABBEY CARE LIMITED
53,ABBEY CARE COMPLEX LTD,0,,,1,4832515,ABBEY CARE COMPLEX LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,ABBEY CARE COMPLEX LIMITED
54,ABBEY CARE DIRECT LTD,0,,,1,5822271,ABBEY CARE DIRECT LTD,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,ABBEY CARE DIRECT LTD
55,ABBEY CHASE NURSING HOME,0,,,1,2455685,Abbey Chase Residential and Nursing Homes Limited,Private Limited Company,CHnotCC,0,0,0,1,1-106926337,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CareHome,ABBEY CHASE RESIDENTIAL AND NURSING HOMES LIMITED
56,ABBEY COURT MEDICAL CENTRE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABBEY COURT MEDICAL CENTRE
57,ABBEY COURT NURSING & RESIDENTIAL,0,,,1,1978338,ABBEY COURT NURSING AND RESIDENTIAL HOMES LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,ABBEY COURT NURSING AND RESIDENTIAL HOMES LIMITED
58,ABBEY COURT PRIORY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,ABBEY COURT PRIORY
59,ABBEY DALE MEDICAL CENTRE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABBEY DALE MEDICAL CENTRE
60,ABBEY FIELD MEDICAL CENTRE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABBEY FIELD MEDICAL CENTRE
61,ABBEY GRANGE MEDICAL PRACTICE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABBEY GRANGE MEDICAL PRACTICE
62,ABBEY HEALTH CARE (FARNWORTH) LTD,0,,,1,5156742,ABBEY HEALTHCARE (FARNWORTH) LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,ABBEY HEALTHCARE (FARNWORTH) LIMITED
63,ABBEY HEALTHCARE,0,,,1,8745690,ABBEY HEALTHCARE (AARON COURT) LIMITED,Private Limited Company,CHnotCC,0,0,0,1,1-1172130136,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CareHome,ABBEY HEALTHCARE (AARON COURT) LIMITED
64,ABBEY HOUSE MEDICAL PRACTICE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABBEY HOUSE MEDICAL PRACTICE
65,ABBEY HOUSE NURSING HOME,0,,,1,3071484,Millennium Care Homes Limited,Private Limited Company,CHnotCC,0,0,0,1,1-143429649,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CareHome,MILLENNIUM CARE HOMES LIMITED
66,ABBEY LANE SURGERY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABBEY LANE SURGERY
67,ABBEY LAWNS CARE HOME,0,,,1,4078539,Abbey Lawns Ltd,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CareHome,ABBEY LAWNS LTD
68,ABBEY MEAD SURGERY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABBEY MEAD SURGERY
69,ABBEY MEDICAL CENTER KENILWORTH,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABBEY MEDICAL CENTER KENILWORTH
70,ABBEY MEDICAL CENTER LONDON,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABBEY MEDICAL CENTER LONDON
71,ABBEY MEDICAL CENTRE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABBEY MEDICAL CENTRE
72,ABBEY MEDICAL GROUP (THE),0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABBEY MEDICAL GROUP (THE)
73,ABBEY MEDICAL PRACTICE EVESHAM,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABBEY MEDICAL PRACTICE EVESHAM
74,ABBEY MEDICAL PRACTICE WELLINGBOROUGH,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABBEY MEDICAL PRACTICE WELLINGBOROUGH
75,ABBEY SURGERY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABBEY SURGERY
76,ABBEY SURGERY TAVISTOCK,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABBEY SURGERY TAVISTOCK
77,ABBEY WOOD SURGERY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABBEY WOOD SURGERY
78,ABBEYCARE NURSING,0,,,1,6377457,ABBEY CARE AND NURSING @HOME LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,ABBEY CARE AND NURSING @HOME LIMITED
79,ABBEYDALE NURSING HOME,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CareHome,ABBEYDALE NURSING HOME
80,ABBEYFIELD BUCKINGHAMSHIRE SOCIETY LTD,0,,,1,IP22558R,ABBEYFIELD BUCKINGHAMSHIRE SOCIETYLIMITED (THE),Registered Society,CHnotCC,1,1,0,0,,0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,ABBEYFIELD BUCKINGHAMSHIRE SOCIETYLIMITED (THE)
81,ABBEYFIELD SOCIETY,1,200719,ABBEYFIELD SOCIETY (THE),1,574816,ABBEYFIELD SOCIETY (THE),"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",CC&CH,0,1,0,1,1-106890455,0,,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CareHome,ABBEYFIELD SOCIETY (THE)
82,ABBOTS BROMLEY SURGERY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABBOTS BROMLEY SURGERY
83,ABBOTS WOOD MEDICAL CENTRE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABBOTS WOOD MEDICAL CENTRE
84,ABBOTSBURY ROAD SURGERY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABBOTSBURY ROAD SURGERY
85,ABBOTT & PATEL,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABBOTT & PATEL
86,ABBOTT LABORATORIES LTD,0,,,1,329102,ABBOTT LABORATORIES LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,ABBOTT LABORATORIES LIMITED
87,ABBOTTS CARE CENTRE LTD,0,,,1,10187366,ABBOTTS CARE CENTRE LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,ABBOTTS CARE CENTRE LIMITED
88,ABBOTTSWOOD MEDICAL CENTRE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABBOTTSWOOD MEDICAL CENTRE
89,ABDI SHS,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABDI SHS
90,ABERFELDY STREET PRACTICE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABERFELDY STREET PRACTICE
91,ABERNETHY HOUSE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABERNETHY HOUSE
92,ABERRY HOUSE,0,,,1,12284810,MIDLANDS CARE LTD,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,MIDLANDS CARE LTD
93,ABERTAWE BRO MORGANNWG UNIVERSITY LOCAL HEALTH BOARD,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NHS,ABERTAWE BRO MORGANNWG UNIVERSITY LOCAL HEALTH BOARD
94,ABI DEVELOPMENTS 3 LTD,0,,,1,6473794,ABI DEVELOPMENTS 3 LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,ABI DEVELOPMENTS 3 LIMITED
95,ABI MASTERSON CONSULTING LTD,0,,,1,3492854,ABI MASTERSON CONSULTING LTD.,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,ABI MASTERSON CONSULTING LTD.
96,ABICARE SERVICES LTD,0,,,1,5597217,ABICARE SERVICES LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,ABICARE SERVICES LIMITED
97,ABINGDON FAMILY HEALTH CARE CENTRE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABINGDON FAMILY HEALTH CARE CENTRE
98,ABINGDON HEALTH,0,,,1,6475379,ABINGDON HEALTH LTD,Public Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,ABINGDON HEALTH LTD
99,ABINGDON HEALTH CENTRE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABINGDON HEALTH CENTRE
100,ABINGDON SURGERY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABINGDON SURGERY
101,ABINGTON MEDICAL CENTRE,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABINGTON MEDICAL CENTRE
102,ABINGTON PARK SURGERY,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABINGTON PARK SURGERY
103,ABL HEALTH LTD,0,,,1,7074944,ABL HEALTH LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,ABL HEALTH LIMITED
104,ABOUT HEALTH LTD,0,,,1,6607168,ABOUT HEALTH LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,ABOUT HEALTH LIMITED
105,ABRAMS S & NIKPOUR A,0,,,0,,,,NotCCorCH,0,0,0,0,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GPServices,ABRAMS S & NIKPOUR A
106,ABSOLUTE CARE (NORTH WEST) LTD,0,,,1,10050879,ABSOLUTECARE NORTHWEST LIMITED,Private Limited Company,CHnotCC,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,ABSOLUTECARE NORTHWEST LIMITED
107,ABSOLUTE CARE HOMES (CENTRAL) LTD,0,,,1,3233854,ABSOLUTE CARE HOMES (CENTRAL) LIMITED,Private Limited Company,CHnotCC,0,0,0,1,1-341197990,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CareHome,ABSOLUTE CARE HOMES (CENTRAL) LIMITED
